,Player,League,Nation,Pos,Squad,Born,90s,Gls/90,Sh/90,AvgShotDist,npxG/90,npxG/Sh,np:G-xG,TotDist/pass,PrgDist/Pass,Short%,Med%,Long%,Ast,xAG,xA,A-xAG,PropShort,PropMed,PropLong,PropAssistShots,PropFinalThirdPasses,PropPassinPA,PropCrossinPA,TotPassAtt,Sw,Crs,TI,PropPassBlocked,Shot-Creating Pass/90,Shot-Creating Drib/90,Shot-CreatingSh/90,Prop Def Pen Touches,Prop Def 3rd Touches,Prop Mid 3rd Touches,Prop Att 3rd Touches,Prop Att Pen Touches,AttDribbles,DribSucc%,RecPass/Misplayed,Dis,PropPassRecProg,TotalTouches,Tkl,PropTkl Def 3rd,PropTkl Mid 3rd,PropTkl Att 3rd,DribTkl,DribTkl%,Past,Blocks,PropBlockSh,PropBlockPass,Int,Clr,Starts,Mn/Start,onG,onGA,+/-,On-Off,onxG,onxGA,xG+/-,onG-xG,onGA-xGA,G-xG+/-,Fls,Fld,TimesOffside,Recov,DuelWin%,AerialDuels
269,Kike,La-Liga,ESP,FW,Osasuna,1989.0,0.5447368421052632,0.24154589371980678,2.51,15.8,0.3140096618357488,0.13,-0.12077294685990339,14.633928571428571,2.943452380952381,0.732,0.669,0.512,0.04830917874396135,2.3,0.09178743961352658,-1.3,0.5333333333333333,0.2901960784313726,0.0803921568627451,0.0625,0.06547619047619048,0.02976190476190476,0.014880952380952382,0.06267172794620889,0.008319914117015567,0.029119699409554486,0.04830917874396135,0.01941313293970299,1.642512077294686,0.14492753623188406,0.2898550724637681,0.017015706806282723,0.051047120418848166,0.42539267015706805,0.36910994764397903,0.137434554973822,3.605162592832937,0.371,7.166666666666667,1.7874396135265702,4.504485049833887,0.06803027150245856,1.000755115223305,0.2727272727272727,0.3636363636363636,0.3636363636363636,1.1111111111111112,0.13,20.0,0.9097773774757317,0.09999999999999999,0.8999999999999999,0.2729332132427195,0.5797101449275363,18,83.0,2.06009291019025,3.0901393652853746,1.2972972972972974,-0.25,1.084139485261505,0.9442068583194742,0.2727272727272727,2.1138925486751607,4.088713219148004,1.5535714285714286,2.092487968194183,3.7081672383424493,0.43478260869565216,3.285024154589372,0.41200000000000003,8.792270531400966
271,Koke,La-Liga,ESP,MF,Atlético Madrid,1992.0,0.7342105263157894,0.03584229390681004,0.43,26.2,0.039426523297491044,0.1,-0.003584229390681004,15.469767441860466,4.675083056478405,0.937,0.875,0.5710000000000001,0.07168458781362008,1.8,0.06810035842293907,0.2,0.4904063205417607,0.3250564334085778,0.11060948081264109,0.017275747508305645,0.0990033222591362,0.015282392026578072,0.0019933554817275745,0.1367429044553805,0.01337448559670782,0.03395061728395062,0.28673835125448033,0.028806584362139925,2.1146953405017923,0.03584229390681004,0.07168458781362008,0.023558897243107772,0.16892230576441106,0.5964912280701755,0.1974937343358396,0.013533834586466167,1.2750223128904756,0.722,59.92,1.1469534050179213,0.7449933244325767,0.11774512722950421,3.9905387952926157,0.3454545454545454,0.5272727272727272,0.1272727272727273,2.2580645161290325,0.413,37.0,1.523660267293544,0.23809523809523808,0.761904761904762,1.7413260197640503,1.1111111111111112,29,85.0,3.5417286469179876,2.4083754799042314,0.9827586206896551,-0.02,1.020343254186698,0.9502375593898473,1.173076923076923,1.2981630824372767,2.2172209719096476,-0.4285714285714276,2.104102273881561,1.9125334693357134,0.0,6.057347670250897,0.316,1.3620071684587813
273,Geoffrey Kondogbia,La-Liga,CTA,MF,Atlético Madrid,1993.0,0.5499999999999999,0.04784688995215311,0.72,25.4,0.028708133971291867,0.04,0.019138755980861247,16.93911007025761,4.755269320843091,0.9,0.884,0.748,0.09569377990430622,1.1,0.03349282296650718,0.9,0.4594594594594595,0.34534534534534533,0.12312312312312312,0.01288056206088993,0.07611241217798595,0.0117096018735363,0.0,0.10473544720120062,0.0329611908559277,0.0013733829523303208,0.0,0.015107212475633531,0.9569377990430623,0.09569377990430622,0.0,0.0426731078904992,0.2093397745571659,0.6280193236714976,0.11513687600644122,0.004830917874396135,3.1204493447056376,0.879,25.896551724137932,1.244019138755981,0.1391478029294274,0.09785421927381453,7.167347887569495,0.33783783783783783,0.5405405405405406,0.12162162162162161,2.3444976076555024,0.429,28.0,1.5496968405555662,0.31250000000000006,0.6875000000000001,4.261666311527808,1.1483253588516746,21,82.0,3.1204493447056376,2.2694177052404636,0.7413793103448276,-0.33,0.8997828110456096,1.0852713178294573,0.5384615384615385,1.1363636363636367,0.380549682875264,1.476190476190475,3.874242101388916,3.4986856289123818,0.0,8.995215311004785,0.644,2.822966507177034
274,Jules Koundé,La-Liga,FRA,DF,Sevilla,1998.0,0.7999999999999999,0.06578947368421052,0.43,12.5,0.049342105263157895,0.12,0.01644736842105263,18.45300950369588,6.79831045406547,0.9229999999999999,0.929,0.6829999999999999,0.03289473684210526,2.6,0.07236842105263158,-1.6,0.3813283790060381,0.44356711565257784,0.14816535067347886,0.00897571277719113,0.06388595564941922,0.004223864836325237,0.0026399155227032735,0.1271280532938564,0.029270224171539967,0.016995614035087724,1.0526315789473684,0.009442007797270956,1.1513157894736843,0.13157894736842105,0.06578947368421052,0.1314822376480196,0.34299714169048584,0.43364638628011426,0.07186606778276848,0.02000816659861168,2.1597554492291335,0.615,63.77777777777778,0.39473684210526316,0.31777003484320554,0.11765440639532648,3.2408607726212084,0.6749999999999999,0.25,0.075,0.9210526315789475,0.643,10.0,2.6737101374124967,0.5454545454545455,0.4545454545454546,1.7014519056261341,3.322368421052632,31,87.0,2.492025518341308,1.3844586213007268,1.0819672131147542,0.26,1.0253099173553721,1.0623556581986144,0.7692307692307693,1.4402173913043474,1.1090225563909777,0.9553072625698326,1.215322789732953,1.550593655856814,0.06578947368421052,6.546052631578948,0.611,4.144736842105264
275,Toni Kroos,La-Liga,GER,MF,Real Madrid,1990.0,0.6157894736842104,0.042735042735042736,1.97,24.0,0.1153846153846154,0.06,-0.07264957264957266,18.66827852998066,5.872340425531915,0.968,0.9470000000000001,0.785,0.12820512820512822,4.2,0.17094017094017094,-1.2,0.4134572819831784,0.3691899070385126,0.17529880478087648,0.024661508704061898,0.1344294003868472,0.014506769825918763,0.0009671179883945841,0.1467653685226907,0.08218581829692942,0.10549224438113329,0.38461538461538464,0.01594650205761317,2.5213675213675217,0.08547008547008547,0.0,0.02038269550748752,0.1772046589018303,0.5707154742096506,0.2221297836938436,0.00956738768718802,1.2128476235320977,0.529,245.75000000000003,0.47008547008547014,0.3570701932858596,0.13712439845211186,3.62342008227295,0.38235294117647056,0.5,0.1176470588235294,1.5384615384615385,0.389,22.0,1.7051388622460941,0.18750000000000003,0.8125,1.2788541466845706,0.5555555555555556,25,81.0,2.6397271806286833,1.284191601386927,0.627906976744186,-1.24,0.9220803137152946,0.9197786998616874,0.9259259259259258,-11.51515151515161,0.8780560524746568,0.08196721311475409,2.1314235778076176,2.782415136338342,0.0,5.341880341880342,0.444,0.7692307692307693
276,Takefusa Kubo,La-Liga,JPN,FW,Mallorca,2001.0,0.46842105263157896,0.056179775280898875,2.69,20.6,0.1797752808988764,0.07,-0.12359550561797754,14.51862464183381,5.375358166189112,0.828,0.6970000000000001,0.51,0.0,3.4,0.15730337078651685,-3.4,0.4722222222222222,0.30158730158730157,0.09722222222222222,0.09169054441260746,0.09455587392550144,0.0515759312320917,0.014326647564469915,0.07639621107926259,0.003225135247607158,0.08224094881398251,0.33707865168539325,0.035476487723678736,2.640449438202247,0.449438202247191,0.16853932584269662,0.010376134889753568,0.13359273670557717,0.3878080415045396,0.383916990920882,0.08430609597924774,7.93709849443163,0.625,8.576271186440678,1.6853932584269662,2.2865612648221343,0.08468153810669214,3.183862950105786,0.3870967741935484,0.4516129032258064,0.16129032258064513,1.348314606741573,0.41700000000000004,14.0,2.4649261549206085,0.125,0.875,0.8216420516402029,0.2247191011235955,17,78.0,2.480343279509884,4.092566411191309,1.028169014084507,-0.03,1.1062308478038816,0.9986136114387403,0.5555555555555555,0.7471910112359554,1.8649102415084577,0.6130952380952381,1.7459893597354312,5.828806706848228,0.28089887640449435,5.674157303370786,0.44,1.4044943820224718
277,Víctor Laguardia,La-Liga,ESP,DF,Alavés,1989.0,0.8894736842105262,0.08875739644970415,0.38,9.5,0.05621301775147929,0.15,0.03254437869822486,23.283870967741937,10.596774193548388,0.8490000000000001,0.848,0.547,0.0591715976331361,1.1,0.01183431952662722,0.9,0.22792937399678975,0.4654895666131621,0.28330658105939005,0.005376344086021506,0.08064516129032258,0.006451612903225807,0.0,0.10694454867889734,0.02632588209511287,0.002547666009204471,0.0,0.0059445540214771,0.3550295857988166,0.0,0.02958579881656805,0.14993564993564995,0.380952380952381,0.44787644787644787,0.008365508365508367,0.012870012870012871,0.0,-0.02,83.44444444444444,0.0591715976331361,0.13501997336884153,0.09475028969662001,1.4792899408284024,0.7241379310344828,0.27586206896551724,0.0,0.8875739644970415,0.633,11.0,1.836359926545603,0.6666666666666666,0.3333333333333333,1.377269944909202,4.4674556213017755,34,89.0,2.183713722175261,3.944773175542407,0.8314606741573034,1.4,1.0558746886652557,0.9432648799164638,0.7419354838709677,0.8459780889331528,5.059171597633125,0.8867924528301886,1.0712099571516016,0.422654268808115,0.1183431952662722,5.059171597633137,0.569,3.224852071005918
279,Érik Lamela,La-Liga,ARG,FW,Sevilla,1992.0,0.2973684210526316,0.44247787610619466,1.86,16.1,0.2654867256637168,0.14,0.17699115044247787,14.297560975609754,3.0292682926829264,0.885,0.8859999999999999,0.815,0.17699115044247787,2.4,0.1592920353982301,-0.4,0.5359342915811087,0.3059548254620123,0.05544147843942504,0.05121951219512194,0.06097560975609756,0.03414634146341463,0.0,0.0779931395732212,0.002540150770239266,0.038102261553588986,0.17699115044247787,0.03302196001311046,3.3628318584070795,0.2654867256637168,0.0,0.007987220447284346,0.10063897763578275,0.41214057507987223,0.3993610223642172,0.07987220447284346,5.065403295491791,0.529,16.03448275862069,2.566371681415929,1.7010752688172044,0.08090751924988782,6.757051309996076,0.3870967741935484,0.45161290322580644,0.16129032258064516,2.566371681415929,0.345,19.0,2.3976633680631236,0.0,1.0,1.089846985483238,0.2654867256637168,10,69.0,2.830666547480707,0.744912249337028,2.0327868852459017,0.9,1.2853799458787392,0.8465327311001656,5.230769230769231,0.3655252020007703,1.4917825537294567,0.35754189944134085,4.577357339029599,1.9367718482762732,0.44247787610619466,4.778761061946902,0.455,1.9469026548672566
282,Robin Le Normand,La-Liga,FRA,DF,Real Sociedad,1996.0,0.9736842105263158,0.02702702702702703,0.49,10.2,0.04864864864864865,0.1,-0.021621621621621623,19.40326831839747,5.8471270426989985,0.909,0.92,0.731,0.02702702702702703,0.5,0.013513513513513514,0.5,0.3116042533518262,0.5293573740175682,0.13730929264909847,0.002635740643120717,0.043753294675803904,0.0021085925144965737,0.0,0.12360112954355151,0.010860860860860862,0.0007757757757757759,0.05405405405405406,0.005430430430430431,0.16216216216216217,0.0,0.05405405405405406,0.13464630225080387,0.3854501607717042,0.4541800643086817,0.010450160771704183,0.01527331189710611,0.14932059130954162,0.33299999999999996,108.93333333333332,0.08108108108108109,0.09057527539779682,0.10872450188253098,2.897865042285173,0.7346938775510204,0.163265306122449,0.10204081632653061,0.972972972972973,0.778,8.0,2.0107634987284877,0.6470588235294118,0.35294117647058826,2.838724939381394,3.3783783783783785,37,90.0,1.841620626151013,1.841620626151013,0.0,-3.0,0.9755869859496802,1.0014095728381442,0.9166666666666667,1.0327646081836024,0.8679101636848114,1.1203703703703702,2.1881838074398248,1.0950176696033052,0.05405405405405406,4.1891891891891895,0.618,4.675675675675675
284,Florian Lejeune,La-Liga,FRA,DF,Alavés,1991.0,0.7894736842105263,0.0,0.73,20.9,0.056666666666666664,0.08,-0.056666666666666664,24.109030837004408,9.88876651982379,0.813,0.879,0.606,0.0,0.3,0.013333333333333334,-0.3,0.22781569965870307,0.47440273037542663,0.2704778156996587,0.005506607929515419,0.06497797356828194,0.004405286343612335,0.0,0.1136056662823258,0.04975308641975309,0.002870370370370371,0.06666666666666667,0.008611111111111111,0.3333333333333333,0.0,0.0,0.15026595744680854,0.3736702127659575,0.4401595744680852,0.021276595744680857,0.014627659574468087,0.4761904761904762,0.5,72.9,0.03333333333333333,0.12345679012345678,0.10331724424679574,1.896551724137931,0.6666666666666665,0.303030303030303,0.0303030303030303,0.6666666666666666,0.6,8.0,1.7241379310344827,0.6333333333333333,0.36666666666666664,1.7816091954022988,5.266666666666667,30,90.0,2.2222222222222223,4.285714285714286,0.9775280898876404,0.13,1.0663422546634225,0.9725490196078431,0.8064516129032259,0.8277227722772271,13.933333333333294,1.0377358490566035,1.9540229885057467,0.3968253968253968,0.06666666666666667,5.466666666666667,0.623,3.8
285,Iñigo Lekue,La-Liga,ESP,DF,Athletic Club,1993.0,0.5631578947368421,0.0,0.33,25.7,0.014018691588785047,0.04,-0.014018691588785047,16.999999999999996,7.377574370709382,0.878,0.752,0.425,0.09345794392523366,2.1,0.10280373831775702,-0.1,0.3941908713692946,0.3883817427385892,0.15435684647302905,0.014874141876430205,0.07551487414187642,0.005720823798627002,0.016018306636155607,0.10716141869097374,0.025484596746278995,0.08852544132917965,12.056074766355142,0.04023883696780894,1.1214953271028039,0.0,0.04672897196261683,0.06149545772187282,0.25366876310272535,0.4416491963661775,0.23549965059399022,0.007686932215234103,2.8173392659373966,0.44799999999999995,25.357142857142854,0.4672897196261683,0.6630985915492957,0.11885070333878286,2.8811697549204984,0.5,0.375,0.125,2.0560747663551404,0.5,22.0,3.3313525291268262,0.32432432432432434,0.6756756756756757,2.070840761349108,2.94392523364486,22,84.0,1.8458429673382946,2.234441486777935,-1.0555555555555556,-0.85,0.8845863111599781,1.1537964597958568,-0.1724137931034483,1.261682242990654,1.2477898459206869,0.7,1.710694541984046,0.8743466687391921,0.0,6.728971962616823,0.514,1.6355140186915889
286,Thomas Lemar,La-Liga,FRA,MF,Atlético Madrid,1995.0,0.42105263157894735,0.25,1.81,18.6,0.2375,0.13,0.0125,15.169082125603865,4.747181964573269,0.871,0.818,0.552,0.3125,3.8,0.23125,1.2,0.47914032869785084,0.2920353982300885,0.13274336283185842,0.0499194847020934,0.07729468599033816,0.040257648953301126,0.02254428341384863,0.0980198454513523,0.012557870370370372,0.16145833333333334,1.125,0.030497685185185187,2.6875,0.25,0.3125,0.01964839710444674,0.09617373319544985,0.4343329886246122,0.4043433298862461,0.045501551189245086,6.91699604743083,0.589,38.111111111111114,2.125,1.3760932944606414,0.09952008493305023,3.0364372469635628,0.375,0.5,0.125,1.4375,0.348,15.0,2.2773279352226723,0.0,1.0,1.0121457489878543,0.6875,17,71.0,3.0879446640316206,3.0879446640316206,0.0,-1.0,1.0132252559726962,1.0739664082687337,0.9038461538461537,0.0,4.142441860465124,-3.571428571428569,1.3917004048582997,2.593873517786561,0.125,4.4375,0.545,1.375
288,Clément Lenglet,La-Liga,FRA,DF,Barcelona,1995.0,0.2421052631578947,0.0,0.22,10.1,0.02173913043478261,0.09,-0.02173913043478261,18.89905787348587,6.592193808882907,0.93,0.972,0.721,0.10869565217391305,0.5,0.05434782608695653,0.5,0.3475609756097561,0.47804878048780486,0.1353658536585366,0.002691790040376851,0.08344549125168238,0.002691790040376851,0.0,0.14344644245668273,0.04055958132045089,0.0031199677938808378,0.4347826086956522,0.021839774557165865,0.7608695652173914,0.0,0.10869565217391305,0.0738255033557047,0.24608501118568232,0.6409395973154363,0.03355704697986577,0.005592841163310962,0.3386157388595422,0.5,136.99999999999997,0.2173913043478261,0.0,0.12818442377381103,6.072382803011903,0.55,0.35,0.09999999999999999,1.4130434782608696,0.615,5.0,2.125333981054166,0.42857142857142855,0.5714285714285714,3.9470488219577367,2.2826086956521743,7,87.0,2.2010023025870242,2.031694433157253,0.13924050632911392,-0.9,0.8419497784342689,1.0793095914354383,0.5068493150684932,-11.01449275362333,-3.6714975845410662,-1.1428571428571421,5.768763662861308,0.6772314777190844,0.0,6.521739130434783,0.39,4.4565217391304355
290,Marcos Llorente,La-Liga,ESP,MF,Atlético Madrid,1995.0,0.7157894736842105,0.0,0.59,20.9,0.03308823529411765,0.06,-0.03308823529411765,13.793364928909952,3.9848341232227487,0.887,0.765,0.6,0.07352941176470588,2.8,0.11397058823529413,-0.8,0.5199698568198945,0.2848530519969857,0.0828937452901281,0.024644549763033177,0.05118483412322275,0.01800947867298578,0.009478672985781991,0.09470753527965454,0.006331699346405229,0.07492510893246188,5.919117647058823,0.03587962962962963,1.8382352941176472,0.03676470588235294,0.0,0.03666245259165613,0.21871049304677623,0.42604298356510745,0.28508217446270545,0.03350189633375474,2.179725645198791,0.633,24.299999999999997,0.8088235294117647,3.162139917695473,0.09577271997328637,3.7955465587044537,0.4901960784313726,0.43137254901960786,0.0784313725490196,1.5808823529411764,0.6509999999999999,15.0,2.4559418909264115,0.30303030303030304,0.6969696969696969,2.0094070016670638,1.6176470588235294,29,84.0,2.9063008602650546,1.8890955591722856,0.8793103448275863,-0.23,0.8821019875527002,1.0685514515883872,0.5192307692307693,0.6548713235294126,-1.1696306429548593,3.1428571428571406,2.2326744462967376,1.162520344106022,0.2573529411764706,6.397058823529412,0.439,1.5073529411764706
291,Giovani Lo Celso,La-Liga,ARG,FW,Villarreal,1996.0,0.2894736842105263,0.09090909090909091,1.63,18.2,0.12727272727272726,0.08,-0.03636363636363637,15.688940092165899,4.244239631336406,0.87,0.902,0.725,0.09090909090909091,2.6,0.21818181818181817,-1.6,0.4756554307116104,0.30524344569288386,0.09550561797752809,0.03917050691244239,0.11520737327188942,0.05069124423963134,0.002304147465437788,0.09425746480262347,0.007828282828282828,0.039141414141414144,0.09090909090909091,0.044360269360269364,2.272727272727273,0.2727272727272727,0.18181818181818182,0.012232415902140673,0.10856269113149847,0.4785932721712538,0.3425076452599388,0.0581039755351682,6.402048655569783,0.65,20.639999999999997,1.5454545454545454,1.4496124031007753,0.09286336171945939,4.629629629629629,0.36363636363636365,0.45454545454545453,0.18181818181818182,2.0,0.409,13.0,0.8417508417508417,0.0,1.0,1.0521885521885521,0.2727272727272727,11,77.0,3.040973111395647,1.6005121638924458,1.1911764705882353,0.18,0.9007407407407407,1.1130559028397926,0.2272727272727273,-1.074747474747474,1.5905820797907124,0.8297872340425533,3.3670033670033668,6.722151088348272,0.2727272727272727,5.545454545454546,0.33299999999999996,0.8181818181818181
293,Renan Lodi,La-Liga,BRA,DF,Atlético Madrid,1998.0,0.3447368421052632,0.15267175572519084,0.76,17.1,0.06106870229007634,0.08,0.0916030534351145,14.637113402061859,3.6288659793814437,0.883,0.802,0.365,0.15267175572519084,1.9,0.1603053435114504,0.1,0.5056,0.3312,0.0832,0.022680412371134023,0.032989690721649485,0.012371134020618558,0.006185567010309278,0.0889825547359794,0.013146734520780324,0.10517387616624259,6.7175572519083975,0.03724908114221091,1.297709923664122,0.0,0.0,0.036036036036036036,0.25096525096525096,0.407979407979408,0.25997425997426,0.04504504504504505,4.676703979724226,0.5479999999999999,21.636363636363633,0.916030534351145,1.6237394957983193,0.09766837672882057,4.790308124980685,0.45161290322580644,0.4193548387096774,0.12903225806451613,2.0610687022900764,0.40700000000000003,16.0,3.3995735080508083,0.1818181818181818,0.8181818181818181,2.008838891120932,1.450381679389313,13,63.0,2.564644117913285,1.961198443110159,0.5172413793103449,-0.42,0.8464684886538311,0.9069570191530069,0.7307692307692307,-0.04532442748091681,0.607136516953667,-0.4761904761904759,3.245047439503044,3.168089792716411,0.22900763358778625,4.885496183206107,0.5710000000000001,3.7404580152671754
294,David López,La-Liga,ESP,MF,Espanyol,1989.0,0.21842105263157896,0.0,0.61,13.6,0.06024096385542168,0.09,-0.06024096385542168,16.27683615819209,5.68361581920904,0.878,0.902,0.462,0.0,0.2,0.048192771084337345,-0.2,0.4426229508196721,0.40749414519906324,0.09133489461358314,0.00847457627118644,0.06214689265536723,0.002824858757062147,0.0,0.12633617854742302,0.0034582775546630968,0.0,0.12048192771084336,0.02074966532797858,1.2048192771084336,0.0,0.12048192771084336,0.08203125000000001,0.35156250000000006,0.509765625,0.04296875,0.013671875,0.5137822077221466,1.0,43.42857142857142,0.24096385542168672,0.1092105263157895,0.11126335606332677,4.084133142740453,0.5,0.4444444444444444,0.05555555555555555,1.9277108433734937,0.563,7.0,2.268962857078029,0.7999999999999999,0.19999999999999998,2.268962857078029,3.012048192771084,8,72.0,1.0275644154442931,1.798237727027513,1.0588235294117645,-0.03,0.8386019324824049,1.0923694779116464,1.7272727272727273,38.91566265060229,7.5542168674698695,0.8888888888888886,2.0420665713702264,1.5413466231664397,0.0,6.746987951807228,0.5529999999999999,4.578313253012048
296,Unai López,La-Liga,ESP,MF,Rayo Vallecano,1995.0,0.3394736842105263,0.0,1.47,24.6,0.09302325581395349,0.07,-0.09302325581395349,18.69855072463768,4.578260869565217,0.9359999999999999,0.893,0.591,0.0,1.9,0.16279069767441862,-1.9,0.3912009512485137,0.3210463733650416,0.22116527942925088,0.034782608695652174,0.08405797101449276,0.013043478260869566,0.004347826086956522,0.14718750490050025,0.03782658627619868,0.13795578524260696,0.23255813953488372,0.015575653172552398,2.7906976744186047,0.07751937984496124,0.07751937984496124,0.01668404588112617,0.12200208550573513,0.5964546402502606,0.2481751824817518,0.01668404588112617,4.194435382392692,0.519,37.333333333333336,1.5503875968992247,0.5566964285714285,0.13201370345857646,2.939856720667193,0.3157894736842105,0.5263157894736842,0.15789473684210525,2.558139534883721,0.303,23.0,1.0831051076142288,0.0,1.0,1.5472930108774696,0.6201550387596899,13,67.0,2.1748924204999143,3.728387006571282,2.6896551724137936,-0.74,1.062108156521202,1.0840764140938897,1.5999999999999999,1.0783499446290148,-7.596899224806228,0.9677419354838709,4.022961828281422,2.6409407963213245,0.38759689922480617,5.891472868217054,0.267,2.325581395348837
297,Anthony Lozano,La-Liga,HON,FW,Cádiz,1993.0,0.48947368421052634,0.3763440860215054,2.64,14.5,0.2903225806451613,0.11,0.08602150537634408,13.822857142857142,3.594285714285714,0.7090000000000001,0.638,0.47600000000000003,0.1075268817204301,1.1,0.05913978494623656,0.9,0.5354609929078014,0.24468085106382978,0.07446808510638298,0.05714285714285714,0.08571428571428572,0.017142857142857144,0.017142857142857144,0.043614836293343,0.0030864197530864196,0.040123456790123455,0.05376344086021505,0.013888888888888888,1.075268817204301,0.26881720430107525,0.3225806451612903,0.022598870056497175,0.035781544256120526,0.455743879472693,0.3408662900188324,0.1450094161958569,7.680491551459293,0.61,5.640625,2.365591397849462,3.45207756232687,0.0580406992497683,0.7327215108717554,0.25,0.37500000000000006,0.37500000000000006,0.9677419354838709,0.278,13.0,1.4654430217435108,0.125,0.8750000000000001,0.18318037771793885,0.3763440860215054,21,71.0,2.7337342810278837,3.254445572652243,0.5238095238095238,0.4,1.0237703550056028,0.9100684261974584,0.38461538461538464,0.3236452677525822,-0.255376344086021,0.34426229508196726,3.938378120935685,4.94675727043141,0.48387096774193544,3.440860215053763,0.37,6.397849462365591
298,Florentino Luís,La-Liga,POR,MF,Getafe,1999.0,0.2894736842105263,0.0,0.27,26.9,0.009090909090909092,0.03,-0.009090909090909092,16.75366568914956,4.683284457478006,0.816,0.845,0.721,0.09090909090909091,0.4,0.045454545454545456,0.6,0.4610091743119267,0.3692660550458716,0.09862385321100918,0.026392961876832845,0.11436950146627566,0.00879765395894428,0.0,0.11683888388838884,0.018265993265993267,0.005218855218855219,0.0,0.031313131313131314,1.3636363636363635,0.0,0.0,0.038461538461538464,0.19930069930069932,0.6433566433566434,0.10839160839160841,0.01048951048951049,2.4096385542168677,0.636,18.875,0.9090909090909091,0.3642384105960265,0.10551609974902547,6.526806526806528,0.5238095238095238,0.4047619047619047,0.07142857142857142,3.1818181818181817,0.486,18.0,3.263403263403264,0.09523809523809523,0.9047619047619048,3.263403263403264,1.0,9,85.0,1.5334063526834611,3.2858707557502735,3.4761904761904763,-0.73,0.8481219379422972,1.0805687203791468,2.0,10.363636363636434,-5.181818181818164,-3.749999999999997,2.7972027972027975,0.4381161007667032,0.0,6.363636363636363,0.436,3.5454545454545454
299,José Luis Gayà,La-Liga,ESP,DF,Valencia,1995.0,0.5473684210526316,0.09615384615384615,0.87,20.3,0.07692307692307693,0.09,0.019230769230769232,18.366153846153843,7.141538461538461,0.865,0.7809999999999999,0.44299999999999995,0.1923076923076923,2.7,0.12019230769230768,1.3,0.3610188261351052,0.3986710963455149,0.19490586932447398,0.03538461538461539,0.05846153846153846,0.020000000000000004,0.02769230769230769,0.10677635303255703,0.02207977207977208,0.12971866096866097,8.942307692307692,0.030359686609686614,1.8269230769230769,0.0,0.04807692307692307,0.04604051565377532,0.2550644567219153,0.41160220994475133,0.26795580110497236,0.019337016574585635,3.197776993648553,0.552,42.46153846153846,0.24038461538461536,1.6579710144927537,0.11004095737872775,2.983496999454446,0.6857142857142856,0.2857142857142857,0.028571428571428567,1.6346153846153846,0.47100000000000003,18.0,1.449127114020731,0.1764705882352941,0.8235294117647058,1.619612656846699,1.7788461538461537,22,83.0,3.4183133380381086,3.528581510232886,0.38461538461538464,0.18,1.1313514467184191,1.0327708006279435,0.21428571428571425,1.660839160839162,1.9639423076923093,-0.7499999999999994,2.898254228041462,2.3156316160903314,0.1923076923076923,5.336538461538462,0.348,1.1057692307692308
300,José Luis Morales,La-Liga,ESP,FW,Levante,1987.0,0.7947368421052632,0.43046357615894043,2.52,18.9,0.3907284768211921,0.15,-0.05960264900662252,16.13480885311871,5.293762575452716,0.805,0.6679999999999999,0.456,0.2317880794701987,5.5,0.12582781456953643,1.5,0.43798449612403106,0.28811369509043927,0.14728682170542637,0.07243460764587525,0.09456740442655935,0.052313883299798795,0.02012072434607646,0.06062423654818442,0.00570272259013981,0.11500490556781948,0.49668874172185434,0.03136497424576895,1.9205298013245033,0.6622516556291391,0.26490066225165565,0.0077120822622107985,0.09168808911739504,0.3350471293916024,0.44901456726649536,0.1165381319622965,10.94398922437984,0.41,8.733333333333333,1.8211920529801324,6.493384223918575,0.07123365654538129,1.693257074051776,0.22222222222222224,0.33333333333333337,0.4444444444444445,1.390728476821192,0.28600000000000003,30.0,1.818683523981537,0.0,1.0,0.25085289985952236,0.2317880794701987,31,84.0,2.876304860253676,3.788303962285329,0.6515151515151515,1.11,1.0526771414967753,0.9669526636870779,15.0,1.258278145695364,0.5999736853646772,0.6877470355731224,1.7559702990166566,2.806151083174318,0.49668874172185434,4.370860927152318,0.34,1.5562913907284768
302,Darwin Machís,La-Liga,VEN,MF,Granada,1993.0,0.40263157894736845,0.26143790849673204,2.42,21.9,0.13725490196078433,0.06,0.1241830065359477,17.630036630036628,5.347985347985348,0.841,0.664,0.449,0.13071895424836602,2.8,0.17647058823529413,-0.8,0.36596736596736595,0.3333333333333333,0.1818181818181818,0.06593406593406594,0.09523809523809523,0.029304029304029304,0.03663003663003663,0.07843543972245608,0.011256354393609296,0.12381989832970225,0.45751633986928103,0.039397240377632536,1.8954248366013071,0.39215686274509803,0.26143790849673204,0.019817073170731708,0.1509146341463415,0.3719512195121951,0.3917682926829268,0.06554878048780488,8.773084177742685,0.5670000000000001,7.446428571428571,1.4379084967320261,2.164748201438849,0.08518671158379347,2.718386932832205,0.4782608695652174,0.3478260869565218,0.1739130434782609,1.5032679738562091,0.391,14.0,1.1819073621009586,0.0,1.0,1.772861043151438,1.1111111111111112,16,70.0,2.6319252533228057,3.2167975318389845,0.5777777777777778,0.31,1.0100217864923748,0.885646248163348,0.6078431372549019,0.7450980392156876,0.7096171802054158,0.2800000000000001,2.363814724201917,4.386542088871343,0.39215686274509803,5.555555555555555,0.4,1.9607843137254903
