,Squad,League,90s,Gls/90,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDist,npxG/90,npxG/Sh,np:G-xG,TotDist/pass,PrgDist/Pass,Short%,Med%,Long%,Ast,xAG,xA,A-xAG,PropShort,PropMed,PropLong,PropAssistShots,PropFinalThirdPasses,PropPassinPA,PropCrossinPA,TotPassAtt,Sw,Crs,TI,PropPassBlocked,SCA90,Shot-Creating Pass/90,Shot-Creating Drib/90,Shot-CreatingSh/90,Shot-Creating Def/90,Poss,Prop Def Pen Touches,Prop Def 3rd Touches,Prop Mid 3rd Touches,Prop Att 3rd Touches,Prop Att Pen Touches,AttDribbles,DribSucc%,RecPass/Misplayed,Dis,PropPassRecProg,OppPoss,TotalTouches,Tkl,Tkl%,PropTkl Def 3rd,PropTkl Mid 3rd,PropTkl Att 3rd,DribTkl,DribTkl%,Past,Blocks,PropBlockSh,PropBlockPass,Int,Clr,Age,Starts,Mn/Start,onG,onGA,+/-,onxG,onxGA,xG+/-,onG-xG,onGA-xGA,G-xG+/-,CrdY,Fls,Fld,TimesOffside,PKwon,PKcon,Recov,DuelWin%,AerialDuels
40,Angers,Ligue-1,38.0,1.0789473684210527,0.32,10.11,3.24,0.08,0.26,18.2,1.1210526315789473,0.12,-0.2789473684210526,18.363951133468348,6.503887110472333,0.884,0.879,0.599,0.6578947368421053,30.5,0.6736842105263158,-5.5,0.37271905091237967,0.4211310315475874,0.15321593871362452,0.018096295812373424,0.0672241458156399,0.00849284641013915,0.003658456915136865,444.7631578947368,0.008697710194663038,0.033844151233654814,18.86842105263158,0.017277084196201407,17.53,11.421052631578947,1.4736842105263157,0.9473684210526315,0.5526315789473685,0.484,0.09445328972847368,0.24945135332845647,0.4665433108137183,0.16463703257455137,0.02491501355480012,22.07894736842105,0.478,20.797799174690507,9.81578947368421,2.462962962962963,0.516,611.5526315789474,16.289473684210527,0.5977382875605816,0.4862681744749596,0.4087237479806139,0.10500807754442648,17.342105263157894,0.431,375,10.105263157894736,0.2578125,0.7421875,11.131578947368421,16.605263157894736,27.4,418,84,1.1578947368421053,1.4473684210526316,-0.29,1.305263157894737,1.4552631578947368,-0.15,-0.1473684210526316,-0.007894736842105177,-5.3,70,12.394736842105264,12.131578947368421,1.2105263157894737,0.18421052631578946,0.13157894736842105,54.0,0.445,24.13157894736842
41,Bordeaux,Ligue-1,38.0,1.3157894736842106,0.325,11.74,3.82,0.11,0.33,19.2,1.236842105263158,0.11,0.02631578947368421,18.72380460448642,7.089507083825265,0.862,0.8420000000000001,0.5870000000000001,1.0263157894736843,37.0,0.7631578947368421,2.0,0.3827437446074202,0.384354328444061,0.17779695139488064,0.024055489964580873,0.07024793388429752,0.011953955135773318,0.004353600944510035,406.3421052631579,0.010413584994970713,0.03615170699958582,21.44736842105263,0.01863795041713508,20.26,13.947368421052632,1.3421052631578947,1.263157894736842,0.9473684210526315,0.474,0.1087837215725992,0.24123008931037657,0.4596261854341221,0.16094282294448026,0.029417180738421873,17.289473684210527,0.54,19.723372781065088,8.236842105263158,2.727518187954699,0.526,571.6315789473684,16.894736842105264,0.587227414330218,0.49844236760124605,0.38006230529595014,0.12149532710280374,19.5,0.436,418,9.394736842105264,0.2913165266106442,0.7086834733893557,11.947368421052632,18.105263157894736,25.7,418,81,1.368421052631579,2.3947368421052633,-1.03,1.3,1.9157894736842105,-0.61,0.06842105263157894,0.4789473684210528,-15.600000000000001,91,12.105263157894736,10.289473684210526,1.5263157894736843,0.05263157894736842,0.23684210526315788,56.1578947368421,0.491,26.157894736842106
42,Brest,Ligue-1,38.0,1.263157894736842,0.35,10.37,3.63,0.1,0.3,17.4,1.1289473684210527,0.11,-0.049999999999999996,19.087583760346867,7.628064643279464,0.846,0.831,0.59,0.8421052631578947,34.3,0.7473684210526316,-2.3,0.3810504634397528,0.373538498818683,0.19028291028048708,0.02404414662987781,0.08569176192353173,0.012928655892786757,0.00693732755222704,382.5263157894737,0.009230223063724041,0.04200934855925685,22.263157894736842,0.017040411809952073,18.55,12.789473684210526,1.0526315789473684,1.131578947368421,0.6578947368421053,0.439,0.10960283960092095,0.21464888718342287,0.441768994627782,0.20078664620107445,0.03319263238679969,16.842105263157894,0.49200000000000005,18.76691729323308,8.210526315789474,2.8530448717948715,0.5609999999999999,548.6315789473684,17.94736842105263,0.5865102639296189,0.501466275659824,0.3651026392961877,0.1334310850439883,17.289473684210527,0.47200000000000003,347,9.657894736842104,0.29427792915531337,0.7057220708446867,12.342105263157896,18.605263157894736,25.4,418,83,1.2894736842105263,1.5,-0.21,1.2868421052631578,1.6921052631578946,-0.41,0.0026315789473685403,-0.19210526315789456,7.4,59,11.236842105263158,10.973684210526315,1.236842105263158,0.10526315789473684,0.10526315789473684,52.81578947368421,0.534,30.473684210526315
43,Clermont Foot,Ligue-1,38.0,0.9473684210526315,0.308,11.45,3.53,0.08,0.25,17.7,1.2342105263157894,0.11,-0.3394736842105263,17.103303417987394,6.176436891350009,0.884,0.855,0.57,0.6578947368421053,35.6,0.8710526315789474,-10.6,0.4419163513651702,0.35647816750178957,0.14347070252582061,0.020686143466361145,0.06785055056966456,0.010247597224874292,0.00649226656482719,463.07894736842104,0.009230223063724041,0.04218685284894385,21.789473684210527,0.019643808058694753,20.34,14.342105263157896,1.368421052631579,1.263157894736842,0.5789473684210527,0.5,0.09049235993208829,0.25140067911714775,0.45500848896434637,0.175,0.02809847198641766,15.763157894736842,0.546,25.11650485436893,10.789473684210526,2.4775157840484474,0.5,620.0,16.36842105263158,0.5803858520900321,0.4581993569131833,0.4212218649517685,0.12057877813504823,17.5,0.43799999999999994,374,9.789473684210526,0.2661290322580645,0.7338709677419355,10.157894736842104,13.868421052631579,26.9,418,82,1.0,1.8157894736842106,-0.82,1.2973684210526315,1.6131578947368421,-0.32,-0.2973684210526315,0.2026315789473685,-19.0,65,10.18421052631579,12.68421052631579,1.394736842105263,0.05263157894736842,0.13157894736842105,56.23684210526316,0.48100000000000004,23.63157894736842
44,Lens,Ligue-1,38.0,1.5789473684210527,0.358,13.45,4.82,0.11,0.3,18.6,1.4184210526315788,0.11,0.028947368421052635,17.125565679116633,5.978277921921197,0.887,0.87,0.591,1.0263157894736843,40.9,0.8605263157894738,-1.9,0.42546337595400935,0.39300227971057583,0.12379819605510954,0.02310987751161528,0.0762082905931334,0.01273155131840946,0.004223737404211669,484.94736842105266,0.010176912608721377,0.04135849949707118,18.894736842105264,0.01745458848588841,23.5,17.63157894736842,1.368421052631579,1.4473684210526316,0.7368421052631579,0.507,0.08472205077562442,0.18853639468378394,0.5081265687363701,0.18816607003250632,0.030448915771715428,15.631578947368421,0.581,26.44264943457189,8.842105263157896,2.8532502443792764,0.493,639.5526315789473,15.552631578947368,0.607445008460237,0.4619289340101523,0.41116751269035534,0.12690355329949238,15.894736842105264,0.444,336,9.473684210526315,0.275,0.7250000000000001,11.973684210526315,16.210526315789473,26.1,418,83,1.631578947368421,1.263157894736842,0.37,1.5184210526315791,1.2894736842105263,0.23,0.1131578947368419,-0.026315789473684292,5.4,73,11.078947368421053,9.394736842105264,1.5263157894736843,0.07894736842105263,0.13157894736842105,53.973684210526315,0.5379999999999999,20.89473684210526
45,Lille,Ligue-1,38.0,1.1842105263157894,0.325,12.13,3.95,0.09,0.27,17.4,1.3789473684210527,0.12,-0.3,17.598501922312078,6.215100092801273,0.883,0.856,0.579,0.7631578947368421,38.3,0.9289473684210525,-9.3,0.4143506287646624,0.36838211983514746,0.1512205431681285,0.022802598435635688,0.07450616465597242,0.013588757788678244,0.0040434840249237705,446.2631578947368,0.011005265960594047,0.03674338796520916,21.789473684210527,0.020945506183066093,21.39,15.368421052631579,1.3421052631578947,1.1842105263157894,0.7105263157894737,0.508,0.09120689655172412,0.2097844827586207,0.4752155172413793,0.190301724137931,0.03349137931034482,16.31578947368421,0.505,22.72671755725191,9.131578947368421,2.682923552331049,0.492,610.5263157894738,17.18421052631579,0.5497702909647779,0.4747320061255742,0.4196018376722817,0.10566615620214395,16.289473684210527,0.493,314,9.236842105263158,0.3162393162393162,0.6837606837606838,9.921052631578947,17.68421052631579,26.1,418,83,1.263157894736842,1.263157894736842,0.0,1.4789473684210528,1.2052631578947368,0.27,-0.21578947368421075,0.05789473684210522,-10.4,98,11.736842105263158,11.605263157894736,2.3421052631578947,0.13157894736842105,0.15789473684210525,56.44736842105263,0.516,26.763157894736842
46,Lorient,Ligue-1,38.0,0.9210526315789473,0.33,11.63,3.84,0.07,0.22,19.3,1.2,0.11,-0.35789473684210527,18.35492208285823,6.612390725959711,0.865,0.8490000000000001,0.5670000000000001,0.5263157894736842,34.0,0.7236842105263158,-14.0,0.38469314938154137,0.3846336822074215,0.17102759276879162,0.024401368301026228,0.07586469023185101,0.010794374762447738,0.0057772709996199165,393.36842105263156,0.009644399739660376,0.03479084077865215,21.13157894736842,0.01709957990651441,19.87,13.736842105263158,1.131578947368421,1.3157894736842106,0.8157894736842105,0.444,0.097312414087311,0.22804190169218372,0.4708252358155188,0.17580698677537093,0.02801346162961559,15.763157894736842,0.516,20.114728682170544,8.736842105263158,2.6829042700786188,0.556,555.1842105263157,18.31578947368421,0.5919540229885059,0.4841954022988506,0.4195402298850575,0.09626436781609196,21.342105263157894,0.47200000000000003,428,10.657894736842104,0.2839506172839506,0.7160493827160495,10.842105263157896,20.42105263157895,26.2,418,83,0.9210526315789473,1.6578947368421053,-0.74,1.2605263157894737,1.5105263157894737,-0.25,-0.33947368421052637,0.1473684210526316,-18.5,69,12.5,11.131578947368421,1.4473684210526316,0.07894736842105263,0.15789473684210525,53.81578947368421,0.452,25.184210526315788
47,Lyon,Ligue-1,38.0,1.6842105263157894,0.35200000000000004,14.37,5.05,0.1,0.29,17.1,1.844736842105263,0.13,-0.37105263157894736,17.196593723151565,5.899176226815586,0.902,0.897,0.628,1.1842105263157894,56.3,1.3368421052631578,-11.3,0.4259021720540448,0.4003762613305969,0.12121600820933812,0.02132713397685349,0.07509981300854096,0.014150705008338808,0.003335523323394148,566.3684210526316,0.00822436542216437,0.03378498313709248,20.57894736842105,0.018519614224010415,25.92,19.31578947368421,1.5789473684210527,1.605263157894737,0.7105263157894737,0.584,0.08179201151493344,0.20057574667146455,0.4946383591219864,0.19071608492263403,0.032277797768981646,21.394736842105264,0.6,27.811079545454543,10.736842105263158,2.507584657030492,0.41600000000000004,731.3157894736842,16.63157894736842,0.5806962025316456,0.4177215189873418,0.4272151898734177,0.1550632911392405,16.157894736842106,0.45399999999999996,335,10.131578947368421,0.23636363636363636,0.7636363636363636,10.421052631578947,16.342105263157894,25.6,418,82,1.736842105263158,1.3421052631578947,0.39,2.0078947368421054,1.5526315789473684,0.45,-0.27105263157894743,-0.21052631578947367,-2.1999999999999993,65,11.473684210526315,11.157894736842104,1.631578947368421,0.15789473684210525,0.21052631578947367,56.10526315789474,0.535,23.13157894736842
48,Marseille,Ligue-1,38.0,1.605263157894737,0.321,12.87,4.13,0.1,0.32,17.8,1.4921052631578948,0.12,-0.15,17.032418952618453,5.149625935162095,0.9229999999999999,0.9109999999999999,0.648,1.0526315789473684,46.4,1.0973684210526315,-6.4,0.4381014516392106,0.39288044364703967,0.11825150872614582,0.01806803745353597,0.0727897238036983,0.013033454100597565,0.002776078671246412,597.6052631578947,0.010413584994970713,0.0366250517720845,18.210526315789473,0.018105437548074078,23.71,17.157894736842106,1.0789473684210527,1.394736842105263,0.6052631578947368,0.617,0.06879720678352573,0.198660396180704,0.5039546814878153,0.19816160752458312,0.03042610802337181,15.078947368421053,0.536,36.884007029876976,8.631578947368421,2.192690713298709,0.383,738.6315789473684,14.631578947368421,0.5737410071942446,0.45323741007194246,0.42805755395683454,0.11870503597122302,13.18421052631579,0.46299999999999997,269,6.921052631578948,0.247148288973384,0.7528517110266159,8.605263157894736,11.5,25.0,418,84,1.6578947368421053,1.0,0.66,1.6657894736842105,1.0842105263157895,0.58,-0.007894736842105177,-0.08421052631578951,3.0,61,9.131578947368421,12.078947368421053,1.5789473684210527,0.2631578947368421,0.10526315789473684,49.0,0.5329999999999999,18.184210526315788
49,Metz,Ligue-1,38.0,0.868421052631579,0.303,9.74,2.95,0.09,0.29,20.5,0.8763157894736842,0.09,-0.034210526315789476,18.431435910183115,7.022205650840998,0.851,0.848,0.527,0.631578947368421,24.8,0.5552631578947369,-0.8,0.38335033146353903,0.3874936257011729,0.17306221315655276,0.022785649183859474,0.06777694920871655,0.006379981771480653,0.0040599884000331425,364.57894736842104,0.008106029229039701,0.034376664102715816,19.18421052631579,0.017691260872137744,16.84,11.631578947368421,0.8421052631578947,0.8947368421052632,0.7894736842105263,0.429,0.10798903465831212,0.25107695320148815,0.46764245153710593,0.1533189739573135,0.0199725866457803,16.026315789473685,0.5479999999999999,16.73521126760563,9.578947368421053,2.3474162598889077,0.571,537.578947368421,18.710526315789473,0.6216596343178622,0.5555555555555556,0.38677918424753865,0.05766526019690577,17.07894736842105,0.462,349,11.894736842105264,0.3075221238938053,0.6924778761061946,13.342105263157896,20.57894736842105,25.9,418,81,0.9210526315789473,1.8157894736842106,-0.89,0.8973684210526316,1.831578947368421,-0.93,0.023684210526315752,-0.015789473684210353,1.5,94,13.526315789473685,10.973684210526315,1.263157894736842,0.02631578947368421,0.13157894736842105,55.05263157894737,0.499,27.789473684210527
50,Monaco,Ligue-1,38.0,1.631578947368421,0.344,11.71,4.03,0.12,0.35,17.3,1.5526315789473684,0.13,-0.15789473684210525,17.976256212037548,6.458678446530461,0.868,0.858,0.5589999999999999,1.1842105263157894,48.9,1.2842105263157895,-3.9,0.39021305574472226,0.40947562992508996,0.14811752115964588,0.021351003129026318,0.08509724522976869,0.019019571752868277,0.005030983495919995,490.2894736842105,0.008875214484350039,0.04171350807644519,21.18421052631579,0.019525471865570087,20.63,14.868421052631579,1.0,1.0526315789473684,0.7368421052631579,0.541,0.0808963313513732,0.18561663228572584,0.4886138413622942,0.20721595275654248,0.03765724224406423,17.18421052631579,0.56,24.628440366972477,8.447368421052632,3.302911777488049,0.45899999999999996,650.6052631578948,19.605263157894736,0.5838926174496645,0.3919463087248322,0.49395973154362416,0.11409395973154363,18.42105263157895,0.46299999999999997,376,9.947368421052632,0.2724867724867725,0.7275132275132274,11.157894736842104,12.81578947368421,24.4,418,81,1.7105263157894737,1.0526315789473684,0.66,1.739473684210526,1.1842105263157894,0.55,-0.02894736842105239,-0.13157894736842102,4.0,85,13.052631578947368,10.736842105263158,2.473684210526316,0.13157894736842105,0.23684210526315788,60.18421052631579,0.523,27.473684210526315
51,Montpellier,Ligue-1,38.0,1.263157894736842,0.349,11.39,3.97,0.1,0.3,19.6,1.1210526315789473,0.1,0.06315789473684211,17.682818435954413,6.861730341910974,0.8740000000000001,0.845,0.5429999999999999,0.8157894736842105,30.9,0.75,0.1,0.40064030554931473,0.3696360368456526,0.1638395866097506,0.02078704035553007,0.06859723317324923,0.012113826965808903,0.005017561465127948,414.6578947368421,0.009171054967161706,0.04124016330394651,22.842105263157894,0.018519614224010415,19.5,13.421052631578947,1.0526315789473684,1.0789473684210527,0.8157894736842105,0.48200000000000004,0.12091057797164668,0.24100327153762266,0.4362504543802254,0.17616321337695384,0.02567248273355144,15.526315789473685,0.536,21.225308641975307,8.947368421052632,2.7407299694634286,0.518,579.1578947368421,16.44736842105263,0.6080000000000001,0.544,0.336,0.12000000000000001,19.026315789473685,0.42700000000000005,414,9.552631578947368,0.3691460055096419,0.6308539944903582,9.368421052631579,17.763157894736842,25.8,418,83,1.2894736842105263,1.605263157894737,-0.32,1.2026315789473685,1.6868421052631577,-0.48,0.08684210526315783,-0.08157894736842075,6.399999999999999,77,10.81578947368421,12.236842105263158,1.394736842105263,0.07894736842105263,0.15789473684210525,53.10526315789474,0.43799999999999994,26.236842105263158
52,Nantes,Ligue-1,38.0,1.394736842105263,0.345,11.05,3.82,0.11,0.33,17.2,1.236842105263158,0.11,0.02631578947368421,18.44526591938946,6.996422609110422,0.861,0.8290000000000001,0.528,0.9736842105263158,38.1,0.7999999999999999,-1.1,0.37962625894915664,0.3832665938599684,0.180560611576265,0.025995707130932504,0.08633436680181254,0.010175689641465934,0.006041815724620399,383.39473684210526,0.008283533518726703,0.043251878587065855,22.736842105263158,0.016567067037453406,18.89,12.894736842105264,1.105263157894737,1.263157894736842,0.5,0.439,0.09553498633159081,0.20392307323389766,0.46659632631528464,0.20061387943024317,0.03333173468898375,17.789473684210527,0.493,21.131399317406142,9.263157894736842,2.7833319874020837,0.5609999999999999,548.7105263157895,18.026315789473685,0.5912408759124087,0.4832116788321168,0.3824817518248175,0.13430656934306567,20.342105263157894,0.457,420,11.026315789473685,0.32458233890214794,0.6754176610978521,10.921052631578947,17.894736842105264,26.1,418,83,1.4473684210526316,1.263157894736842,0.18,1.3394736842105264,1.486842105263158,-0.15,0.10789473684210527,-0.22368421052631593,12.6,80,13.157894736842104,9.789473684210526,1.4473684210526316,0.05263157894736842,0.18421052631578946,54.21052631578947,0.514,30.63157894736842
53,Nice,Ligue-1,38.0,1.368421052631579,0.326,11.63,3.79,0.1,0.31,16.9,1.4157894736842105,0.12,-0.2578947368421053,17.435918064236645,6.075499721517421,0.883,0.875,0.573,0.9210526315789473,43.0,1.0473684210526315,-8.0,0.41997781363453,0.395018152480839,0.13337031060911658,0.020669595890834825,0.07122965530045176,0.009839717804319574,0.006312271798997462,474.6578947368421,0.005975977752795693,0.04390272764925153,20.157894736842106,0.01804626945151175,20.82,15.0,1.2894736842105263,1.0789473684210527,0.6052631578947368,0.515,0.08500541170593623,0.19865123636666393,0.50745150278911,0.17837815335942056,0.030513695778869372,18.394736842105264,0.5539999999999999,25.085039370078743,9.18421052631579,2.4428401029568714,0.485,632.1578947368421,16.05263157894737,0.6049180327868853,0.4770491803278688,0.4147540983606557,0.10819672131147541,15.526315789473685,0.532,276,10.31578947368421,0.3035714285714286,0.6964285714285714,11.605263157894736,15.657894736842104,25.0,418,81,1.368421052631579,0.9473684210526315,0.42,1.5973684210526315,1.2789473684210526,0.32,-0.22894736842105257,-0.3315789473684211,3.8000000000000007,77,12.0,9.763157894736842,1.394736842105263,0.15789473684210525,0.13157894736842105,54.31578947368421,0.528,26.236842105263158
54,Paris S-G,Ligue-1,38.0,2.3157894736842106,0.364,14.61,5.32,0.15,0.4,17.3,2.081578947368421,0.15,0.049999999999999996,15.938939947123254,5.062235091694993,0.932,0.9259999999999999,0.742,1.7105263157894737,63.6,1.4736842105263157,1.4,0.4866081476479856,0.36964513466876736,0.08398979668392227,0.018171136010743213,0.07738469931595955,0.014771916572243905,0.0021402492760921564,656.2894736842105,0.010058576415596711,0.02715815632211112,16.394736842105264,0.01644873084432874,26.42,19.63157894736842,2.1578947368421053,1.4210526315789473,0.6052631578947368,0.63,0.07243197223222765,0.16470742329480334,0.5113134025344641,0.2187039523232588,0.03284324961524608,22.92105263157895,0.561,42.561371841155236,9.157894736842104,2.261079774375504,0.37,803.6578947368421,16.0,0.5921052631578947,0.37664473684210525,0.4555921052631579,0.16776315789473684,15.789473684210526,0.485,309,8.657894736842104,0.3221884498480243,0.6778115501519757,7.973684210526316,11.5,27.8,418,85,2.3684210526315788,0.9473684210526315,1.42,2.223684210526316,1.1368421052631579,1.09,0.14473684210526283,-0.18947368421052635,12.700000000000003,79,9.394736842105264,10.947368421052632,2.4473684210526314,0.15789473684210525,0.07894736842105263,48.026315789473685,0.542,12.710526315789473
55,Reims,Ligue-1,38.0,1.105263157894737,0.35200000000000004,10.24,3.61,0.1,0.28,18.5,1.0315789473684212,0.1,-0.031578947368421054,18.39439530462098,6.9624700338927,0.856,0.838,0.546,0.7105263157894737,30.8,0.6394736842105263,-3.8,0.3833407121624186,0.38251849977863517,0.17500474353298337,0.025378192940398444,0.07257997850706786,0.012978424402744482,0.006282549392411341,366.1578947368421,0.010709425477782381,0.037216732737707835,20.526315789473685,0.01863795041713508,18.16,12.710526315789474,1.368421052631579,0.8421052631578947,0.6578947368421053,0.42200000000000004,0.12295727505414453,0.25359322701319154,0.4180941130143729,0.17675723567631424,0.028598149241976765,15.631578947368421,0.5539999999999999,16.985734664764625,8.526315789473685,2.843537414965986,0.578,534.6315789473684,16.18421052631579,0.5934959349593495,0.5333333333333333,0.3593495934959349,0.1073170731707317,16.55263157894737,0.455,343,12.105263157894736,0.3347826086956522,0.6652173913043479,12.973684210526315,19.81578947368421,24.0,418,79,1.131578947368421,1.1578947368421053,-0.03,1.1552631578947368,1.431578947368421,-0.28,-0.023684210526315752,-0.27368421052631575,9.5,68,11.81578947368421,11.868421052631579,2.0,0.13157894736842105,0.18421052631578946,54.578947368421055,0.478,24.94736842105263
56,Rennes,Ligue-1,38.0,2.1315789473684212,0.354,14.42,5.11,0.14,0.4,16.1,1.7710526315789472,0.13,0.2552631578947368,18.797853004657505,6.1978302851300695,0.878,0.889,0.667,1.605263157894737,53.8,1.2052631578947368,7.2,0.3776513191929643,0.41790904387903866,0.15670413394158866,0.024196296717028287,0.07310007951834603,0.015790071566511413,0.005055094854027036,512.578947368421,0.011774451215904385,0.04129933140050885,20.157894736842106,0.018223773741198747,25.5,18.57894736842105,0.8421052631578947,1.9473684210526316,0.5263157894736842,0.5589999999999999,0.08097630444242257,0.19723881482653582,0.4899719134459433,0.19676411250445033,0.03504885478064797,13.947368421052632,0.542,29.68143100511073,7.078947368421052,2.6368593238822244,0.44100000000000006,665.2368421052631,14.368421052631579,0.5824175824175825,0.4285714285714286,0.39377289377289376,0.17765567765567766,14.473684210526315,0.475,289,9.131578947368421,0.26512968299711814,0.7348703170028819,8.263157894736842,17.0,25.3,418,84,2.1578947368421053,1.0526315789473684,1.11,1.8394736842105264,1.2473684210526315,0.59,0.31842105263157894,-0.1947368421052631,19.6,56,11.421052631578947,9.921052631578947,1.5526315789473684,0.10526315789473684,0.15789473684210525,50.10526315789474,0.506,28.44736842105263
57,Saint-Étienne,Ligue-1,38.0,1.0789473684210527,0.325,11.42,3.71,0.08,0.26,20.0,1.0710526315789475,0.1,-0.1236842105263158,17.88335734870317,6.359942363112393,0.866,0.841,0.536,0.6578947368421053,31.0,0.6894736842105263,-6.0,0.3963974043410159,0.3731819198925934,0.1662564332065339,0.02255043227665706,0.07622478386167147,0.009942363112391932,0.0044668587896253605,417.2894736842105,0.01266197266433939,0.04124016330394651,22.842105263157894,0.01946630376900775,20.16,13.473684210526315,1.5263157894736843,1.105263157894737,0.9736842105263158,0.485,0.09167483732953025,0.22011765754523577,0.4804349763793564,0.18107674480791516,0.026695783937962386,19.42105263157895,0.5379999999999999,18.878620689655172,10.421052631578947,2.693066413384964,0.515,590.4736842105264,18.289473684210527,0.5712230215827337,0.4892086330935252,0.38273381294964026,0.12805755395683452,16.789473684210527,0.462,343,10.473684210526315,0.23366834170854273,0.7663316582914574,11.868421052631579,14.842105263157896,25.1,418,79,1.105263157894737,2.026315789473684,-0.92,1.1710526315789473,1.6763157894736842,-0.5,-0.0657894736842104,0.34999999999999987,-15.8,81,12.210526315789474,11.605263157894736,1.3421052631578947,0.10526315789473684,0.21052631578947367,56.63157894736842,0.43200000000000005,28.289473684210527
58,Strasbourg,Ligue-1,38.0,1.4736842105263157,0.319,12.37,3.95,0.11,0.33,16.8,1.4947368421052631,0.12,-0.17894736842105263,18.49138936535163,6.6874785591766726,0.866,0.848,0.569,1.0526315789473684,45.2,1.1026315789473684,-5.2,0.3784913954859808,0.39114351578834505,0.17471720366697047,0.023876500857632932,0.0811663807890223,0.015506003430531733,0.007409948542024014,442.05263157894734,0.01254363647121472,0.04715697296017987,21.236842105263158,0.017513756582450742,21.42,15.289473684210526,0.7894736842105263,1.4473684210526316,0.6052631578947368,0.495,0.0887376509330406,0.19363336992316135,0.4767069154774973,0.20482985729967068,0.036092206366630075,13.105263157894736,0.546,24.436332767402376,7.894736842105263,3.04147849649135,0.505,599.3421052631579,17.36842105263158,0.593939393939394,0.4575757575757576,0.3893939393939394,0.15303030303030304,16.473684210526315,0.46799999999999997,333,10.026315789473685,0.24671916010498687,0.753280839895013,11.394736842105264,14.81578947368421,27.0,418,84,1.5789473684210527,1.131578947368421,0.45,1.644736842105263,1.3342105263157895,0.31,-0.0657894736842104,-0.2026315789473685,5.199999999999999,72,13.078947368421053,10.526315789473685,1.605263157894737,0.15789473684210525,0.10526315789473684,55.05263157894737,0.557,30.921052631578945
59,Troyes,Ligue-1,38.0,0.9210526315789473,0.317,9.97,3.16,0.08,0.24,18.7,1.0263157894736843,0.11,-0.2631578947368421,17.778431222790807,6.915451004353472,0.871,0.841,0.5379999999999999,0.6052631578947368,30.9,0.7105263157894737,-7.9,0.4112193962443546,0.364333254100309,0.1619919182315189,0.021767356602764836,0.07156495837470404,0.010005346368288398,0.006492018635912321,392.5263157894737,0.009644399739660376,0.041891012366132185,19.736842105263158,0.018519614224010415,17.71,12.289473684210526,1.131578947368421,1.131578947368421,0.6052631578947368,0.444,0.11799522673031028,0.2547016706443915,0.4281145584725537,0.17427207637231504,0.024916467780429597,15.421052631578947,0.5429999999999999,21.955782312925173,8.473684210526315,2.6226181254841205,0.556,551.3157894736842,16.736842105263158,0.5518867924528302,0.5518867924528302,0.3474842767295598,0.10062893081761005,16.44736842105263,0.456,340,9.868421052631579,0.2853333333333333,0.7146666666666667,11.31578947368421,17.263157894736842,27.1,418,82,0.9736842105263158,1.394736842105263,-0.42,1.1578947368421053,1.4710526315789474,-0.31,-0.1842105263157895,-0.07631578947368434,-4.1,75,11.631578947368421,12.447368421052632,1.394736842105263,0.18421052631578946,0.2631578947368421,52.28947368421053,0.475,23.07894736842105
60,Arminia,Bundesliga,34.0,0.7647058823529411,0.302,10.62,3.21,0.07,0.22,19.7,0.9088235294117647,0.09,-0.20294117647058824,19.405883606906844,8.814218716691537,0.794,0.782,0.48100000000000004,0.5294117647058824,21.8,0.6588235294117647,-3.8,0.35095121770671406,0.38174550299800136,0.2006810274631727,0.026327009166489022,0.08132594329567257,0.014922191430398635,0.00586228949051375,345.97058823529414,0.005865850548329507,0.04140100314545609,21.852941176470587,0.027629006205899854,17.24,11.823529411764707,1.1176470588235294,1.1470588235294117,0.6176470588235294,0.40700000000000003,0.12964110654121358,0.25139444475745115,0.4084173756267959,0.17955941179784776,0.030987661276691645,16.705882352941178,0.5,14.896440129449838,9.0,2.518792092113839,0.593,522.0294117647059,16.147058823529413,0.5664845173041894,0.4918032786885246,0.42805100182149364,0.08014571948998178,15.970588235294118,0.43799999999999994,305,11.617647058823529,0.2784810126582279,0.7215189873417722,12.382352941176471,22.647058823529413,25.8,374,82,0.7941176470588235,1.5588235294117647,-0.76,0.9558823529411765,2.076470588235294,-1.12,-0.16176470588235303,-0.5176470588235291,12.100000000000001,55,12.735294117647058,9.029411764705882,1.588235294117647,0.058823529411764705,0.20588235294117646,56.088235294117645,0.47200000000000003,40.94117647058823
